othr_rel_aust_abor_trad_rel_m, christianity_orintal_orthdx_p, othr_rel_aust_abor_trad_rel_p, christianity_orintal_orthdx_m, islam_m, sb_osb_nra_tot_f, islam_p, christianity_orintal_orthdx_f, islam_f, othr_rel_sikhism_f, othr_rel_aust_abor_trad_rel_f, othr_rel_sikhism_p, othr_rel_sikhism_m, sb_osb_nra_tot_p, sb_osb_nra_tot_m, other_religions_tot_p, other_religions_tot_m, other_religions_tot_f, christianity_uniting_church_f, tot_f, tot_m, tot_p, christianity_christian_nfd_p, christianity_eastrn_orthdox_m, christianity_eastrn_orthdox_p, christianity_salvation_army_p, othr_reln_other_reln_groups_f, christianity_christian_nfd_m, christianity_eastrn_orthdox_f, christianity_salvation_army_m, christianity_salvation_army_f, christianity_christian_nfd_f, christianity_othr_protestnt_p, othr_reln_other_reln_groups_m, christianity_othr_christian_f, othr_reln_other_reln_groups_p, christianity_church_christ_p, christianity_church_christ_m, christianity_othr_protestnt_m, christianity_othr_protestnt_f, christianity_church_christ_f, christianity_lutheran_p, christianity_lattr_day_snts_m, christianity_baptist_p, christianity_lattr_day_snts_f, christianity_baptist_m, christianity_baptist_f, christianity_pentecostal_f, christianity_othr_christian_m, christianity_tot_p, christianity_lattr_day_snts_p, christianity_othr_christian_p, christianity_catholic_f, christianity_lutheran_f, christianity_lutheran_m, christianity_asyrin_apstlic_p, christianity_anglican_f, sb_osb_nra_sb_m, christnty_sevnth_dy_advntst_f, sb_osb_nra_sb_p, sa3_code16, christianity_brethren_f, christianity_brethren_p, christianity_catholic_m, hinduism_m, christianity_catholic_p, hinduism_p, christianity_brethren_m, christianity_tot_m, hinduism_f, christnty_sevnth_dy_advntst_p, christianity_tot_f, christnty_sevnth_dy_advntst_m, sb_osb_nra_sb_f, christianity_anglican_m, christianity_anglican_p, religious_affiliation_ns_f, buddhism_f, christinty_prsbytrin_refrmd_f, christinty_jehvahs_witnses_f, buddhism_m, buddhism_p, christinty_jehvahs_witnses_m, christinty_jehvahs_witnses_p, judaism_f, sb_osb_nra_nr_f, christianity_uniting_church_m, christianity_uniting_church_p, judaism_p, christinty_prsbytrin_refrmd_p, judaism_m, christinty_prsbytrin_refrmd_m, christianity_asyrin_apstlic_f, sb_osb_nra_nr_p, christianity_asyrin_apstlic_m, sb_osb_nra_nr_m, sb_osb_nra_osb_f, christianity_pentecostal_m, religious_affiliation_ns_p, sb_osb_nra_osb_m, christianity_pentecostal_p, religious_affiliation_ns_m, sa3_name16, sb_osb_nra_osb_p
0,90,0,48,110,4162,224,38,113,50,0,102,52,8775,4608,225,99,118,542,13153,12834,25986,805,504,1045,56,71,370,544,30,25,437,187,54,15,120,70,39,87,102,33,206,12,710,11,320,393,205,10,14057,19,27,3107,107,96,0,1479,33,46,47,"21102",0,4,2947,112,6056,216,6,6661,109,91,7397,47,17,1226,2700,960,269,300,16,197,461,14,34,21,4124,427,971,39,572,12,271,0,8679,0,4553,22,211,1996,27,419,1037,"Manningham - East",45
3,126,12,63,350,19377,643,65,294,271,10,567,292,40501,21122,1079,512,563,2434,56755,53179,109933,4318,690,1466,385,282,1934,774,163,226,2392,500,216,235,501,510,219,227,265,290,1050,153,4655,150,2208,2446,870,183,55565,297,420,11630,593,460,0,6251,222,217,404,"21103",19,40,10354,711,21989,1378,21,25285,663,405,30277,186,177,4838,11086,4322,1211,1293,126,886,2101,84,214,49,19087,1723,4164,94,2370,46,1077,0,39908,0,20825,114,715,8585,71,1583,4266,"Maroondah",187
0,177,0,100,489,10360,904,76,417,209,0,461,254,21421,11061,737,377,360,1366,31482,29289,60769,1973,928,1956,191,146,903,1029,80,111,1074,360,124,35,272,376,170,181,181,206,317,40,1885,50,867,1023,351,28,28500,90,60,6372,163,156,3,2666,104,150,181,"21104",0,3,5462,896,11836,1717,0,12928,817,255,15579,104,77,2109,4769,2339,1563,669,54,1304,2867,38,91,45,10223,917,2284,74,1181,32,514,0,21146,3,10924,59,348,4553,35,694,2211,"Whitehorse - East",90
0,247,0,123,545,23114,1011,121,466,196,0,450,254,47087,23972,922,497,423,1679,76673,71759,148437,1900,4290,9004,60,228,843,4710,25,37,1059,295,243,60,474,99,38,137,164,57,421,22,904,33,423,486,238,54,53196,57,121,14125,248,173,7,4939,251,47,467,"20802",0,3,11875,3370,26002,6177,0,24171,2808,77,29028,29,215,3895,8830,6667,1833,903,125,1343,3172,106,230,12337,22747,1198,2882,23717,1641,11387,738,0,46358,7,23607,158,187,13146,113,425,6478,"Glen Eira",263
9,37,12,21,161,30315,303,14,145,86,4,178,93,64064,33748,869,347,516,2954,75331,73430,148760,5742,536,1056,347,422,2685,517,149,199,3059,554,252,204,673,505,233,259,297,275,877,162,3401,173,1604,1794,920,158,68168,337,365,14148,469,407,0,8847,363,482,639,"21105",127,245,12751,261,26900,505,120,31532,242,902,36641,417,277,7317,16168,6500,893,1889,269,594,1483,230,496,78,29784,2182,5132,165,3415,86,1525,0,63037,0,33253,255,755,13192,136,1680,6694,"Yarra Ranges",391
0,167,3,84,490,16559,944,89,458,365,3,805,446,34622,18063,1097,558,538,1803,47843,46442,94288,3218,443,904,163,173,1509,462,74,85,1713,310,114,63,292,136,64,154,160,78,343,166,1735,170,823,917,609,49,46738,340,109,10621,203,144,0,6418,179,195,321,"21201",28,53,9804,587,20426,1133,27,21857,548,345,24886,155,144,5271,11690,4052,758,1155,131,652,1409,123,251,39,16309,1425,3223,79,2170,36,1011,0,34130,0,17823,102,547,8259,61,1154,4201,"Cardinia",165
3,959,4,479,5439,14809,10217,476,4783,678,0,1517,844,31623,16813,2076,1109,965,1804,65939,65181,131119,5034,2302,4632,200,292,2411,2328,87,113,2616,665,266,69,555,269,126,309,350,142,383,247,2264,278,1058,1210,1338,43,67289,528,115,16932,225,163,8,5608,163,301,273,"21202",70,147,15674,2256,32606,4247,77,31829,1990,561,35461,257,110,4755,10366,4963,2917,1356,238,2606,5527,162,406,43,14611,1342,3148,84,2478,40,1121,3,31176,3,16570,88,1198,10052,81,2532,5089,"Casey - North",170
4,869,4,425,6246,19902,11982,449,5735,2305,3,4845,2541,42069,22165,5362,2778,2581,1822,84335,83842,168177,6012,1627,3219,237,269,2876,1593,93,145,3135,863,241,82,504,235,113,410,452,118,350,509,1861,569,838,1021,1720,67,78224,1075,144,20103,177,170,10,7227,188,395,334,"21203",7,18,18846,4253,38952,8264,14,37192,4011,769,41032,372,151,6125,13350,6829,4170,1775,228,3943,8114,192,418,80,19653,1472,3295,139,3247,61,1470,4,41560,4,21911,108,1589,14026,71,3310,7192,"Casey - South",174
0,725,6,346,11310,15224,20108,382,8798,2573,3,6210,3642,33540,18321,6933,4016,2921,1498,91729,94898,186623,4932,5292,10874,155,348,2324,5584,59,96,2605,850,370,53,717,262,116,412,436,140,316,226,1723,237,819,909,1102,77,75075,457,133,20202,170,146,3,4026,156,299,272,"21204",8,11,18702,5176,38895,9303,12,35724,4129,547,39350,247,110,3500,7527,7792,13263,1267,334,11510,24774,254,586,270,14997,1137,2633,537,2351,270,1081,3,33049,0,18048,113,987,16360,108,2088,8567,"Dandenong",223
4,1057,8,500,2251,26665,4178,553,1929,619,3,1509,890,55635,28975,2295,1254,1038,3009,88955,86102,175056,4464,5997,12284,158,410,2048,6285,65,95,2419,856,370,88,782,370,171,382,477,195,517,90,3037,99,1368,1670,988,68,76647,191,152,17337,298,215,20,5667,210,119,373,"21205",12,30,15692,4772,33036,9084,13,35538,4308,211,41109,97,162,4392,10062,7134,6465,1644,139,5726,12182,94,231,309,26392,2172,5184,608,3021,299,1376,13,55071,9,28678,104,781,14410,84,1769,7278,"Monash",192
4,1546,4,756,6301,14697,11193,789,4891,2063,3,4949,2888,31459,16766,5406,3104,2304,911,92780,93039,185816,6614,5875,11897,173,242,3197,6023,69,100,3416,1001,211,46,452,122,56,483,522,67,423,350,2865,318,1466,1396,1325,47,94814,664,93,29671,243,176,62,2824,122,193,220,"21301",4,6,27509,3216,57178,5612,0,45728,2390,371,49083,175,98,2432,5254,8028,11355,802,415,9488,20843,337,753,30,14520,772,1679,50,1538,20,737,32,31092,35,16572,84,1252,16441,60,2576,8416,"Brimbank",142
0,179,3,88,2114,12714,4065,86,1951,188,0,452,264,26705,13989,672,352,316,1040,42936,41066,84006,1907,2435,4945,120,121,877,2514,54,68,1030,350,89,29,214,103,46,162,186,54,420,48,702,56,321,378,241,16,41972,105,45,12417,241,177,3,3377,134,50,232,"21302",0,0,10840,806,23257,1456,0,19362,650,100,22607,50,98,2594,5969,3514,1140,737,99,799,1939,102,200,38,12536,748,1785,78,1318,40,576,0,26347,0,13811,84,232,7114,47,475,3598,"Hobsons Bay",127
0,348,0,183,2175,14570,3579,164,1399,133,0,314,177,30399,15822,560,302,259,598,40883,41405,82288,1668,1669,3477,39,124,782,1809,21,20,885,352,121,18,243,70,41,174,179,32,138,34,875,37,416,466,296,28,29178,72,44,8770,72,63,0,1721,172,50,325,"21303",0,0,7865,1922,16632,3099,0,13626,1174,100,15545,41,156,1291,3014,4098,3785,366,54,3037,6829,47,104,43,14337,446,1039,68,652,23,288,0,29926,0,15590,77,250,8580,61,545,4482,"Maribyrnong",146
6,1322,18,652,2752,17506,5443,665,2691,1192,9,2624,1435,36681,19173,3070,1618,1446,1876,77773,75666,153438,5429,3159,6334,186,249,2613,3174,78,109,2808,715,177,57,431,132,66,333,375,72,535,260,1636,296,759,876,1139,51,86407,553,108,25697,304,232,46,6009,180,276,300,"21304",73,162,23863,1901,49564,3785,91,41043,1883,511,45371,234,126,4925,10938,6798,2051,1125,407,1680,3732,337,745,28,17252,1442,3319,63,2048,29,920,22,36167,21,18915,129,998,14266,83,2133,7464,"Melton - Bacchus Marsh",208
9,914,10,457,8298,23996,16241,459,7947,3448,5,7645,4198,50976,26974,8554,4606,3947,2141,110525,111366,221895,7259,2714,5374,320,494,3495,2656,139,184,3766,1539,403,157,895,315,143,728,811,172,904,417,4687,479,2275,2408,1765,121,101996,900,272,27546,477,427,3,7972,228,217,397,"21305",86,170,25401,9959,52950,19105,88,48516,9151,416,53474,193,173,6763,14731,8704,3258,1785,393,2797,6055,313,711,49,23693,1810,3953,114,3276,67,1493,3,50332,3,26639,136,1530,18853,112,3297,10145,"Wyndham",254
0,228,3,112,467,25339,902,111,437,91,0,233,142,52998,27654,821,389,432,1998,68727,65418,134143,3952,1280,2520,225,334,1818,1244,95,135,2138,452,248,81,583,220,83,208,239,137,476,266,1536,286,696,841,793,72,63070,557,152,14486,249,228,0,9216,270,126,494,"21401",3,8,12650,681,27137,1380,8,28798,703,261,34276,140,231,7253,16470,6449,973,1928,256,670,1643,211,465,121,24900,1432,3429,249,3529,123,1595,0,52160,0,27260,203,654,13075,129,1454,6627,"Frankston",337
3,58,4,37,106,29215,199,24,88,30,4,74,44,60913,31698,478,192,291,3470,80125,74875,154999,3026,1024,1950,277,256,1393,928,110,163,1634,388,148,73,399,308,134,161,227,173,536,183,1994,194,893,1104,362,50,77826,374,120,16974,304,232,6,14143,215,40,428,"21402",4,6,14839,143,31814,289,3,35339,147,66,42495,27,214,11218,25370,7045,756,2343,333,456,1212,254,585,89,28791,2488,5957,196,4331,104,1988,0,60169,7,31377,210,291,13884,98,656,6845,"Mornington Peninsula",310
3,31,6,17,111,8032,189,14,75,33,3,64,29,17517,9486,195,88,105,4632,29334,29485,58820,1034,80,139,277,73,478,61,106,164,553,76,54,32,125,472,203,31,41,269,3360,29,486,36,237,246,278,14,34377,64,50,5259,1759,1602,0,3865,42,63,82,"21501",28,58,4837,89,10100,190,32,16169,98,125,18208,60,42,3325,7194,2653,149,829,76,124,266,52,134,9,7948,3947,8583,26,1678,15,854,0,17365,0,9415,41,257,6066,29,533,3413,"Grampians",65
12,13,22,12,538,8639,942,5,404,98,8,213,111,18175,9533,323,155,165,2023,27398,26481,53878,1086,281,537,232,54,498,255,99,137,596,209,25,39,80,295,127,107,102,166,687,64,327,85,167,161,356,45,27958,151,88,6225,384,305,0,3494,64,179,109,"21502",4,10,5687,130,11911,220,3,12969,96,320,14984,140,47,2916,6410,2797,296,658,117,236,536,70,185,6,8567,1559,3583,20,1262,12,607,0,18021,0,9452,22,288,5708,19,648,2905,"Mildura",41
3,10,4,3,226,4572,330,4,104,78,3,178,106,9961,5394,231,127,100,2205,18583,18753,37336,699,72,158,59,25,318,86,24,28,373,167,21,7,43,236,102,91,77,135,157,36,544,40,267,273,127,6,21741,78,11,4491,90,68,0,2621,30,26,60,"21503",124,242,4315,89,8805,144,122,10384,60,41,11356,16,25,2373,4992,2132,256,621,20,221,476,15,29,0,4525,1874,4075,4,1212,3,592,0,9880,0,5351,16,94,4443,10,227,2309,"Murray River - Swan Hill",30
0,7,5,8,45,5100,81,4,34,7,5,15,9,10928,5829,81,25,55,1766,18841,18368,37208,690,51,99,205,44,322,46,71,129,372,77,18,10,65,61,25,34,44,41,152,22,345,24,147,197,216,7,22294,48,20,4635,76,77,0,3294,45,22,88,"21601",0,4,4291,35,8928,64,4,10548,29,33,11748,14,39,3012,6304,1766,100,836,37,69,173,24,64,3,5041,1433,3198,7,1584,0,754,0,10803,0,5758,20,255,3584,19,468,1817,"Campaspe",37
0,4,0,0,103,3502,183,0,82,51,0,118,67,7627,4125,166,90,75,1312,14598,14514,29112,362,57,100,57,29,173,42,25,34,187,70,17,4,51,97,44,29,39,58,90,14,186,21,82,103,111,3,17964,32,6,4331,51,36,0,2404,17,20,34,"21602",41,91,4024,47,8356,86,48,8562,43,35,9400,18,14,2189,4591,1396,83,611,36,75,162,25,55,3,3465,1168,2478,4,1177,0,566,0,7563,0,4098,22,70,2915,6,180,1512,"Moira",28
8,43,13,29,1860,8262,3524,16,1666,367,3,809,440,17465,9206,980,507,473,2165,32036,31618,63649,1275,380,757,115,102,602,382,48,70,676,140,55,15,160,150,78,69,66,72,198,49,383,77,183,200,467,18,33590,130,35,8103,117,75,0,3951,72,47,133,"21603",43,93,7619,271,15725,505,52,15835,236,79,17755,39,61,3346,7302,3340,299,1160,131,201,496,88,217,3,8160,1734,3900,12,2187,8,1025,0,17259,0,9100,40,397,7076,36,872,3733,"Shepparton",75
3,7,9,3,21,5223,54,0,26,8,8,16,5,11254,6027,111,48,70,2103,18013,17543,35558,715,30,59,112,54,342,28,45,64,375,73,35,4,90,70,30,38,33,45,1624,14,499,16,245,256,148,9,20306,28,9,3228,845,784,0,2508,50,24,79,"21701",54,96,2878,39,6111,71,46,9510,34,41,10800,15,32,2119,4623,1740,117,985,71,76,195,54,129,8,5160,1774,3880,8,1967,4,979,0,11119,0,5967,37,105,3562,18,256,1816,"Glenelg - Southern Grampians",56
3,5,8,6,95,5551,139,0,41,10,3,13,9,12078,6527,90,45,43,1834,18460,18574,37040,569,64,133,77,31,273,70,29,50,294,57,31,15,69,23,5,27,27,13,169,9,371,11,171,194,110,9,20724,16,19,4870,88,76,0,2285,50,15,83,"21703",0,0,4656,28,9519,50,0,9823,23,23,10903,11,38,1948,4231,1796,97,967,63,81,181,49,120,9,5493,1449,3284,11,1912,9,952,0,11949,0,6454,25,85,3771,29,193,1977,"Colac - Corangamite",50
4,11,9,9,48,7499,94,4,42,10,3,22,8,15947,8451,125,59,72,1417,25720,24386,50099,1023,66,127,145,49,499,63,62,83,521,92,47,4,99,129,66,27,63,58,550,13,723,17,336,391,144,3,28290,27,10,7863,293,258,0,2567,75,57,123,"21704",34,59,6962,58,14819,113,24,13040,60,83,15248,27,54,2046,4611,2615,184,1598,61,130,313,33,98,12,7412,1110,2527,25,2988,12,1388,0,15754,0,8339,38,114,5196,37,259,2584,"Warrnambool",67
4,10,7,12,125,9841,247,5,114,106,0,215,104,21391,11549,475,211,264,2356,36245,35328,71569,2112,364,734,266,153,1007,371,126,143,1103,310,94,110,252,141,69,142,161,73,622,131,2001,131,944,1056,494,108,43100,269,225,8449,358,266,5,6455,124,89,214,"30101",51,86,7802,233,16247,476,41,20263,244,164,22842,79,85,5549,12008,2515,395,1223,198,246,640,162,360,30,9686,1871,4229,64,2396,38,1180,3,21052,3,11365,70,416,5179,60,910,2668,"Capalaba",127
5,19,18,8,126,11655,234,6,108,62,10,116,61,24831,13180,366,149,218,2818,42443,40373,82814,2481,275,580,190,151,1165,306,73,118,1317,408,83,135,233,101,49,194,213,49,1132,228,2274,239,1056,1226,587,109,49803,468,242,8939,625,516,0,8297,146,163,271,"30102",4,14,7967,132,16900,260,12,23124,132,266,26677,101,125,7144,15440,3166,460,1432,212,306,768,174,386,25,11441,2253,5069,57,2734,31,1301,0,24416,0,12976,86,522,6493,59,1110,3331,"Cleveland - Stradbroke",143
4,9,7,3,150,10023,296,5,150,84,4,198,109,21243,11228,412,191,226,1983,35184,33520,68703,1689,348,696,160,130,777,347,65,93,905,314,81,93,207,49,18,148,169,32,468,100,1539,92,721,819,468,77,39579,192,171,8745,255,212,0,5713,114,87,207,"30103",119,225,7822,352,16561,747,106,18419,391,158,21159,72,98,4930,10650,2683,536,1073,168,362,892,147,317,26,9835,1449,3432,50,2075,21,1004,0,20899,0,11063,90,412,5476,54,876,2797,"Wynnum - Manly",140
0,31,7,15,209,4951,393,10,184,130,3,268,141,10550,5600,402,188,209,1205,21153,19642,40790,1049,155,298,128,81,483,141,54,72,566,218,53,36,128,58,30,104,115,34,331,49,1292,53,598,691,443,32,24834,102,73,6313,179,153,0,2871,65,25,121,"30201",4,3,5446,577,11765,1130,0,11380,556,54,13451,24,53,2392,5263,1452,328,610,80,230,559,56,141,13,4878,860,2071,23,1143,13,538,0,10385,0,5508,22,388,2894,21,827,1442,"Bald Hills - Everton Park",45
11,80,13,38,279,9581,540,45,266,231,3,502,275,20344,10767,761,386,371,1814,35801,33274,69069,1572,213,448,119,138,717,239,45,78,858,272,107,44,242,63,26,126,141,42,405,73,1356,97,608,745,516,54,39300,171,92,10883,219,183,0,4514,141,78,260,"30202",7,20,9604,568,20489,1098,6,17906,534,140,21396,56,119,3631,8140,3063,562,919,148,386,954,100,251,28,9393,1250,3061,49,1702,22,780,0,19961,0,10573,69,401,6016,60,916,2954,"Chermside",124
3,16,3,5,177,5468,332,12,152,303,0,689,377,11910,6444,831,442,391,827,19436,19235,38666,833,118,229,94,81,379,112,34,61,454,197,60,29,141,31,16,104,92,17,307,51,646,56,318,329,212,26,20270,107,52,5470,165,138,0,2311,81,42,154,"30203",0,7,4905,663,10374,1279,4,9479,612,77,10790,36,73,1953,4267,1651,357,514,96,241,594,78,171,18,5361,657,1490,36,969,23,462,0,11694,0,6331,36,195,3411,25,407,1760,"Nundah",66
12,62,23,31,247,7901,462,33,214,537,9,1192,659,16770,8866,1388,752,642,1552,29879,28107,57993,1570,151,295,212,100,709,138,98,115,854,284,78,46,179,59,20,133,151,33,400,91,1442,116,653,786,368,42,32441,203,83,8095,218,184,3,4073,122,85,219,"30204",3,3,7080,755,15177,1520,0,14808,768,151,17633,65,96,3268,7344,2301,410,822,137,291,698,110,245,17,7719,1121,2672,29,1542,16,720,0,16422,3,8703,77,338,4683,41,704,2375,"Sandgate",125
0,35,0,17,255,6714,508,16,253,99,0,215,118,14033,7318,365,176,192,1215,26013,24168,50179,1268,778,1556,115,91,562,784,49,69,702,155,58,38,150,57,21,75,82,34,351,66,726,60,345,386,491,34,29620,122,73,7602,179,172,0,3314,95,53,161,"30301",96,153,6565,459,14171,880,59,13630,415,107,15989,50,66,2821,6128,1913,502,779,98,354,861,76,174,35,6595,821,2039,70,1449,30,672,0,13783,0,7190,55,435,3854,33,932,1941,"Carindale",86
3,102,10,54,681,11931,1244,46,563,256,7,566,311,25136,13202,840,449,392,1237,35929,35048,70983,1416,905,1838,60,131,619,931,25,32,800,215,135,38,267,44,18,106,112,24,496,101,874,103,390,481,376,41,33159,199,75,8904,276,214,0,3627,224,69,395,"30302",8,23,7672,990,16576,1820,14,15288,829,127,17865,58,171,3156,6784,3341,949,678,107,664,1612,85,194,69,11666,912,2148,129,1296,60,620,0,24580,0,12911,94,319,7041,64,687,3701,"Holland Park - Yeronga",158
5,71,4,36,1044,10226,2042,35,997,452,3,1006,551,21209,10980,1318,691,628,1674,36702,34500,71208,2573,1062,2183,148,169,1196,1124,65,76,1375,585,135,59,305,75,29,269,312,41,647,167,1921,185,896,1026,1016,57,36237,357,114,7506,357,290,0,3341,111,302,184,"30303",14,15,6452,1095,13959,2050,6,16641,954,557,19593,252,73,2841,6178,2646,1631,1020,128,1297,2924,102,225,30,10087,1238,2909,73,1899,42,885,0,20908,0,10817,64,799,5351,49,1818,2706,"Mt Gravatt",112
0,77,0,43,593,6083,1021,35,427,150,0,351,203,12869,6786,501,269,229,908,19518,19349,38872,1142,401,806,46,82,528,405,22,30,608,318,71,29,147,74,45,158,164,33,283,58,684,65,311,376,323,34,18861,124,64,4262,168,120,7,2026,85,54,144,"30304",7,10,3868,618,8131,1086,5,8839,468,111,10021,54,59,1793,3820,1608,657,452,74,473,1133,45,114,22,5985,702,1617,47,855,25,399,4,12653,3,6671,40,261,3358,31,584,1752,"Nathan",65
0,308,0,142,1525,8367,2951,164,1429,453,0,1014,564,17750,9384,1239,673,569,1056,30050,29486,59530,2166,455,967,99,116,1018,512,49,52,1145,545,105,81,227,70,38,252,296,32,371,228,1193,273,596,598,582,81,27468,499,161,5797,215,161,0,2694,87,123,132,"30305",0,7,5219,1209,11021,2392,3,12960,1178,229,14501,105,46,2443,5137,2330,1643,737,145,1295,2941,98,245,16,8278,840,1897,28,1430,14,691,0,17550,0,9271,49,534,4760,24,1116,2424,"Rocklea - Acacia Ridge",69
0,8,4,0,45,4985,78,3,33,17,3,38,26,10406,5422,191,75,117,848,17108,16276,33382,1414,121,244,56,91,658,124,29,29,759,115,54,18,147,32,17,55,61,23,261,127,678,120,322,363,574,26,19304,244,42,3449,136,124,0,3061,64,99,102,"30905",5,12,3101,58,6541,116,8,9061,55,183,10243,81,36,2654,5709,1385,256,479,104,155,415,98,203,34,4887,754,1598,61,910,24,434,0,10212,0,5323,55,465,2819,39,1046,1435,"Mudgeeraba - Tallebudgera",98
6,35,6,21,228,10396,464,20,232,70,5,152,83,22070,11671,391,190,203,1581,34423,32870,67285,2437,293,566,143,132,1122,274,63,83,1315,223,110,74,235,128,61,113,115,66,479,268,948,249,453,490,671,47,36777,519,124,7236,278,202,4,5882,98,119,181,"30906",3,3,6342,191,13580,380,0,17064,190,228,19714,107,84,5013,10894,3080,536,1031,219,349,880,196,414,75,10232,1282,2866,137,1929,62,890,0,21764,3,11528,84,587,6182,49,1256,3103,"Nerang",128
0,61,7,35,326,19221,662,28,338,90,8,202,113,40296,21076,522,250,275,2407,61474,59411,120883,4240,356,816,194,181,2023,457,84,116,2216,459,136,158,312,157,66,218,238,92,1213,576,1724,618,825,902,1258,155,65514,1188,318,12157,638,572,0,11198,138,168,280,"30907",6,15,11028,326,23184,620,4,30826,298,305,34688,139,138,9791,20984,5808,782,1680,352,534,1312,290,642,69,18921,1944,4354,140,3241,69,1560,0,39760,0,20840,157,1153,11819,102,2411,6009,"Ormeau - Oxenford",254
7,3,15,0,19,1342,36,0,20,0,5,0,0,3033,1698,48,26,25,642,8787,8871,17659,299,14,32,53,14,145,20,22,30,154,34,9,8,30,5,3,16,21,6,105,8,206,9,97,108,51,9,12678,22,11,2772,70,35,0,2266,21,12,31,"31503",0,0,2713,25,5489,39,0,6181,15,19,6494,11,5,2201,4467,829,57,268,60,44,105,53,114,0,1329,531,1177,7,539,4,275,0,2991,0,1660,4,57,1713,8,112,887,"Outback - South",14
3,5,3,0,76,9050,146,3,67,21,3,52,32,18386,9335,196,88,109,1568,28829,25658,54483,1972,72,184,86,87,926,114,33,51,1053,188,53,38,145,67,25,87,101,38,819,130,1407,137,639,766,544,34,30597,263,75,5730,466,355,0,5210,100,52,177,"31601",9,20,4755,98,10487,200,10,13624,101,90,16970,42,79,4035,9245,2131,359,922,183,234,591,128,304,37,8863,1102,2675,72,1719,39,802,0,18040,0,9179,107,457,4294,58,1006,2160,"Buderim",171
4,28,5,20,67,12099,122,8,55,45,0,100,51,25701,13604,264,117,145,2671,41750,38763,80512,2536,117,258,230,99,1164,142,86,143,1370,264,62,61,160,269,122,124,145,147,914,76,1631,89,756,870,790,42,46723,170,95,8739,503,411,0,8002,118,77,233,"31602",4,8,7587,153,16330,295,5,21213,137,141,25504,62,118,6721,14725,3326,459,1460,275,287,744,216,498,27,11864,1903,4575,50,2627,28,1162,0,25282,0,13416,111,633,6611,72,1424,3289,"Caloundra",182
0,30,12,14,105,9625,180,16,69,54,3,132,73,20045,10415,302,140,162,1516,29136,27171,56308,1474,77,174,119,99,658,93,47,70,816,145,60,31,161,64,28,62,86,35,611,76,1003,74,475,529,452,28,28717,151,65,5804,356,254,0,4588,125,31,235,"31603",0,0,4976,197,10784,391,0,13076,193,59,15638,26,117,3820,8409,2965,452,927,219,267,719,180,396,32,9386,1167,2681,56,1730,26,802,0,19597,0,10213,130,376,5913,83,824,2953,"Maroochy",211
0,3,0,3,17,7449,40,0,21,7,0,27,11,15378,7928,155,65,89,866,21381,19778,41152,863,75,176,80,82,391,106,34,46,472,119,49,25,135,17,9,47,71,12,434,14,438,24,199,242,251,18,20836,43,38,4208,240,196,0,4002,87,22,153,"31605",0,0,3579,57,7785,109,0,9467,50,44,11367,19,62,3328,7326,2046,313,717,76,202,511,66,136,42,7280,693,1560,70,1318,34,594,0,15068,0,7786,103,202,4050,52,452,2002,"Noosa",157
3,0,7,0,17,8439,31,0,14,19,4,39,18,17483,9038,297,136,164,1664,25267,24316,49582,2035,36,77,113,142,946,40,47,64,1085,223,112,57,252,35,19,111,117,19,647,50,1279,77,618,661,407,44,26220,132,106,3814,343,304,3,4409,89,103,178,"31606",21,37,3515,42,7332,80,16,12328,37,177,13892,72,85,3919,8325,2245,462,765,243,338,801,181,428,16,8201,1386,3048,25,1489,13,724,0,17072,4,8869,155,335,4651,75,747,2411,"Sunshine Coast Hinterland",233
0,12,6,8,51,7084,105,5,54,17,0,38,24,14698,7618,211,97,117,1336,21836,20793,42624,1869,37,88,158,93,894,53,62,96,981,247,75,21,169,118,47,120,127,73,567,84,1185,96,574,612,384,22,23008,178,47,3708,317,250,0,3423,79,71,163,"31607",61,129,3314,59,7028,115,66,10757,61,138,12253,67,87,2968,6390,1904,353,632,253,215,567,168,423,16,6885,1081,2417,22,1260,9,633,0,14367,0,7482,113,366,3896,47,748,1986,"Nambour",160
0,0,4,0,7,4030,13,0,5,0,0,0,0,8501,4469,114,43,74,589,11016,10837,21852,697,32,62,42,73,325,32,24,16,370,71,42,11,116,22,7,37,33,12,224,7,201,4,92,105,171,9,10652,12,16,1707,125,94,0,1993,50,64,90,"31608",0,3,1569,14,3279,39,3,5008,21,114,5647,56,43,1750,3738,1018,213,299,116,123,333,94,213,4,3930,478,1064,9,571,8,275,0,8313,0,4376,61,148,2183,38,319,1163,"Noosa Hinterland",96
19,5,19,6,18,3091,33,0,12,8,3,21,10,6987,3893,132,69,68,1966,20926,21295,42226,761,81,174,145,49,368,92,56,86,395,313,45,8,95,20,10,147,164,13,256,33,515,25,235,280,279,9,30941,54,22,7653,140,112,0,3635,20,90,36,"31801",0,3,7665,35,15319,65,0,15188,30,168,15758,82,19,3596,7239,1868,91,748,180,52,144,139,316,3,3067,1666,3627,13,1517,3,771,0,6929,0,3862,13,219,3911,11,502,2041,"Charters Towers - Ayr - Ingham",23
